Id,Antal arter,Antal observationer,Centre coordinate X (SWEREF99_TM),Centre coordinate Y (SWEREF99_TM),Centre coordinate X (GoogleMercator),Centre coordinate Y (GoogleMercator),Grid cell width (metres)
SRID3006SIZE10000E675000N6595000,4,5,675000,6595000,2013516.746,8279817.355,10000
SRID3006SIZE10000E675000N6605000,4,12,675000,6605000,2014430.56,8299485.651,10000
SRID3006SIZE10000E675000N6615000,2,4,675000,6615000,2015350.088,8319205.944,10000
SRID3006SIZE10000E675000N6625000,2,17,675000,6625000,2016275.382,8338978.559,10000
SRID3006SIZE10000E675000N6635000,0,0,675000,6635000,2017206.492,8358803.823,10000
SRID3006SIZE10000E675000N6645000,1,2,675000,6645000,2018143.469,8378682.066,10000
SRID3006SIZE10000E675000N6655000,0,0,675000,6655000,2019086.367,8398613.622,10000
SRID3006SIZE10000E675000N6665000,5,15,675000,6665000,2020035.236,8418598.825,10000
SRID3006SIZE10000E675000N6675000,4,33,675000,6675000,2020990.132,8438638.016,10000
SRID3006SIZE10000E675000N6685000,3,39,675000,6685000,2021951.107,8458731.537,10000
SRID3006SIZE10000E675000N6695000,4,120,675000,6695000,2022918.217,8478879.732,10000
SRID3006SIZE10000E675000N6705000,2,24,675000,6705000,2023891.516,8499082.949,10000
SRID3006SIZE10000E675000N6715000,0,0,675000,6715000,2024871.061,8519341.54,10000
SRID3006SIZE10000E675000N6725000,0,0,675000,6725000,2025856.908,8539655.859,10000
SRID3006SIZE10000E675000N6735000,0,0,675000,6735000,2026849.116,8560026.263,10000
SRID3006SIZE10000E675000N6745000,0,0,675000,6745000,2027847.741,8580453.115,10000
SRID3006SIZE10000E675000N6755000,0,0,675000,6755000,2028852.842,8600936.776,10000
SRID3006SIZE10000E675000N6765000,0,0,675000,6765000,2029864.48,8621477.616,10000
SRID3006SIZE10000E675000N6775000,0,0,675000,6775000,2030882.713,8642076.005,10000
SRID3006SIZE10000E675000N6785000,0,0,675000,6785000,2031907.605,8662732.317,10000
SRID3006SIZE10000E675000N6795000,0,0,675000,6795000,2032939.215,8683446.929,10000
SRID3006SIZE10000E675000N6805000,0,0,675000,6805000,2033977.606,8704220.223,10000
SRID3006SIZE10000E675000N6815000,0,0,675000,6815000,2035022.843,8725052.584,10000
SRID3006SIZE10000E675000N6825000,0,0,675000,6825000,2036074.988,8745944.398,10000
SRID3006SIZE10000E675000N6835000,0,0,675000,6835000,2037134.107,8766896.059,10000
SRID3006SIZE10000E675000N6845000,0,0,675000,6845000,2038200.266,8787907.962,10000
SRID3006SIZE10000E675000N6855000,0,0,675000,6855000,2039273.53,8808980.506,10000
SRID3006SIZE10000E675000N6865000,0,0,675000,6865000,2040353.968,8830114.094,10000
SRID3006SIZE10000E675000N6875000,0,0,675000,6875000,2041441.648,8851309.132,10000
SRID3006SIZE10000E675000N6885000,0,0,675000,6885000,2042536.639,8872566.03,10000
SRID3006SIZE10000E675000N6895000,0,0,675000,6895000,2043639.01,8893885.205,10000
SRID3006SIZE10000E675000N6905000,0,0,675000,6905000,2044748.834,8915267.073,10000
SRID3006SIZE10000E675000N6915000,0,0,675000,6915000,2045866.181,8936712.057,10000
SRID3006SIZE10000E675000N6925000,0,0,675000,6925000,2046991.124,8958220.584,10000
SRID3006SIZE10000E675000N6935000,0,0,675000,6935000,2048123.737,8979793.084,10000
SRID3006SIZE10000E675000N6945000,0,0,675000,6945000,2049264.096,9001429.992,10000
SRID3006SIZE10000E675000N6955000,0,0,675000,6955000,2050412.274,9023131.746,10000
SRID3006SIZE10000E675000N6965000,0,0,675000,6965000,2051568.35,9044898.79,10000
SRID3006SIZE10000E675000N6975000,2,2,675000,6975000,2052732.401,9066731.572,10000
SRID3006SIZE10000E675000N6985000,4,17,675000,6985000,2053904.505,9088630.542,10000
SRID3006SIZE10000E675000N6995000,2,2,675000,6995000,2055084.742,9110596.157,10000
SRID3006SIZE10000E675000N7005000,0,0,675000,7005000,2056273.193,9132628.878,10000
SRID3006SIZE10000E675000N7015000,1,2,675000,7015000,2057469.94,9154729.17,10000
SRID3006SIZE10000E675000N7025000,0,0,675000,7025000,2058675.066,9176897.503,10000
SRID3006SIZE10000E675000N7035000,0,0,675000,7035000,2059888.655,9199134.351,10000
SRID3006SIZE10000E675000N7045000,0,0,675000,7045000,2061110.791,9221440.194,10000
SRID3006SIZE10000E675000N7055000,0,0,675000,7055000,2062341.563,9243815.516,10000
SRID3006SIZE10000E675000N7065000,0,0,675000,7065000,2063581.056,9266260.806,10000
SRID3006SIZE10000E675000N7075000,0,0,675000,7075000,2064829.36,9288776.556,10000
SRID3006SIZE10000E675000N7085000,0,0,675000,7085000,2066086.565,9311363.267,10000
SRID3006SIZE10000E675000N7095000,0,0,675000,7095000,2067352.762,9334021.442,10000
SRID3006SIZE10000E675000N7105000,0,0,675000,7105000,2068628.043,9356751.59,10000
SRID3006SIZE10000E675000N7115000,0,0,675000,7115000,2069912.502,9379554.225,10000
SRID3006SIZE10000E675000N7125000,0,0,675000,7125000,2071206.234,9402429.866,10000
SRID3006SIZE10000E675000N7135000,0,0,675000,7135000,2072509.335,9425379.039,10000
SRID3006SIZE10000E675000N7145000,1,1,675000,7145000,2073821.904,9448402.273,10000
SRID3006SIZE10000E675000N7155000,0,0,675000,7155000,2075144.039,9471500.104,10000
SRID3006SIZE10000E675000N7165000,0,0,675000,7165000,2076475.84,9494673.073,10000
SRID3006SIZE10000E675000N7175000,0,0,675000,7175000,2077817.409,9517921.727,10000
SRID3006SIZE10000E675000N7185000,0,0,675000,7185000,2079168.85,9541246.618,10000
SRID3006SIZE10000E675000N7195000,0,0,675000,7195000,2080530.268,9564648.305,10000
SRID3006SIZE10000E675000N7205000,0,0,675000,7205000,2081901.768,9588127.353,10000
SRID3006SIZE10000E675000N7215000,0,0,675000,7215000,2083283.459,9611684.33,10000
SRID3006SIZE10000E675000N7225000,0,0,675000,7225000,2084675.449,9635319.814,10000
SRID3006SIZE10000E675000N7235000,0,0,675000,7235000,2086077.851,9659034.386,10000
SRID3006SIZE10000E675000N7245000,0,0,675000,7245000,2087490.775,9682828.636,10000
SRID3006SIZE10000E675000N7255000,0,0,675000,7255000,2088914.336,9706703.158,10000
SRID3006SIZE10000E675000N7265000,0,0,675000,7265000,2090348.651,9730658.553,10000
SRID3006SIZE10000E675000N7275000,0,0,675000,7275000,2091793.836,9754695.429,10000
SRID3006SIZE10000E675000N7285000,0,0,675000,7285000,2093250.01,9778814.4,10000
SRID3006SIZE10000E675000N7295000,0,0,675000,7295000,2094717.295,9803016.087,10000
SRID3006SIZE10000E675000N7305000,0,0,675000,7305000,2096195.814,9827301.118,10000
SRID3006SIZE10000E675000N7315000,0,0,675000,7315000,2097685.69,9851670.128,10000
SRID3006SIZE10000E675000N7325000,0,0,675000,7325000,2099187.051,9876123.758,10000
SRID3006SIZE10000E675000N7335000,0,0,675000,7335000,2100700.025,9900662.656,10000
SRID3006SIZE10000E675000N7345000,0,0,675000,7345000,2102224.741,9925287.479,10000
SRID3006SIZE10000E675000N7355000,0,0,675000,7355000,2103761.332,9949998.89,10000
SRID3006SIZE10000E675000N7365000,0,0,675000,7365000,2105309.932,9974797.558,10000
SRID3006SIZE10000E675000N7375000,0,0,675000,7375000,2106870.677,9999684.163,10000
SRID3006SIZE10000E675000N7385000,0,0,675000,7385000,2108443.707,10024659.39,10000
SRID3006SIZE10000E675000N7395000,0,0,675000,7395000,2110029.16,10049723.93,10000
SRID3006SIZE10000E675000N7405000,0,0,675000,7405000,2111627.179,10074878.49,10000
SRID3006SIZE10000E675000N7415000,0,0,675000,7415000,2113237.91,10100123.77,10000
SRID3006SIZE10000E675000N7425000,0,0,675000,7425000,2114861.499,10125460.5,10000
SRID3006SIZE10000E675000N7435000,0,0,675000,7435000,2116498.095,10150889.39,10000
SRID3006SIZE10000E675000N7445000,0,0,675000,7445000,2118147.85,10176411.18,10000
SRID3006SIZE10000E675000N7455000,0,0,675000,7455000,2119810.918,10202026.62,10000
SRID3006SIZE10000E675000N7465000,0,0,675000,7465000,2121487.456,10227736.45,10000
SRID3006SIZE10000E675000N7475000,0,0,675000,7475000,2123177.621,10253541.44,10000
SRID3006SIZE10000E675000N7485000,0,0,675000,7485000,2124881.575,10279442.35,10000
SRID3006SIZE10000E675000N7495000,0,0,675000,7495000,2126599.483,10305439.96,10000
SRID3006SIZE10000E675000N7505000,0,0,675000,7505000,2128331.51,10331535.06,10000
SRID3006SIZE10000E675000N7515000,0,0,675000,7515000,2130077.826,10357728.43,10000
SRID3006SIZE10000E675000N7525000,0,0,675000,7525000,2131838.603,10384020.9,10000
SRID3006SIZE10000E675000N7535000,0,0,675000,7535000,2133614.015,10410413.26,10000
SRID3006SIZE10000E675000N7545000,0,0,675000,7545000,2135404.239,10436906.36,10000
SRID3006SIZE10000E675000N7555000,0,0,675000,7555000,2137209.457,10463501.01,10000
SRID3006SIZE10000E675000N7565000,0,0,675000,7565000,2139029.851,10490198.07,10000
SRID3006SIZE10000E675000N7575000,0,0,675000,7575000,2140865.607,10516998.39,10000
SRID3006SIZE10000E675000N7585000,0,0,675000,7585000,2142716.915,10543902.83,10000
SRID3006SIZE10000E675000N7595000,0,0,675000,7595000,2144583.967,10570912.27,10000
SRID3006SIZE10000E675000N7605000,0,0,675000,7605000,2146466.959,10598027.6,10000
SRID3006SIZE10000E675000N7615000,0,0,675000,7615000,2148366.09,10625249.72,10000
SRID3006SIZE10000E675000N7625000,0,0,675000,7625000,2150281.562,10652579.52,10000
SRID3006SIZE10000E675000N7635000,0,0,675000,7635000,2152213.581,10680017.94,10000
SRID3006SIZE10000E675000N7645000,0,0,675000,7645000,2154162.356,10707565.89,10000
SRID3006SIZE10000E675000N7655000,0,0,675000,7655000,2156128.099,10735224.34,10000
SRID3006SIZE10000E675000N7665000,0,0,675000,7665000,2158111.026,10762994.22,10000
SRID3006SIZE10000E675000N7675000,0,0,675000,7675000,2160111.358,10790876.5,10000
SRID3006SIZE10000E675000N7685000,0,0,675000,7685000,2162129.319,10818872.17,10000
SRID3006SIZE10000E675000N7695000,0,0,675000,7695000,2164165.135,10846982.21,10000
SRID3006SIZE10000E675000N7705000,0,0,675000,7705000,2166219.038,10875207.63,10000
SRID3006SIZE10000E675000N7715000,0,0,675000,7715000,2168291.264,10903549.44,10000
SRID3006SIZE10000E675000N7725000,0,0,675000,7725000,2170382.053,10932008.67,10000
SRID3006SIZE10000E675000N7735000,0,0,675000,7735000,2172491.647,10960586.37,10000
SRID3006SIZE10000E685000N6025000,0,0,685000,6025000,1986591.121,7234666.308,10000
SRID3006SIZE10000E685000N6035000,0,0,685000,6035000,1987283.704,7251824.922,10000
SRID3006SIZE10000E685000N6045000,0,0,685000,6045000,1987980.1,7269020.815,10000
SRID3006SIZE10000E685000N6055000,0,0,685000,6055000,1988680.34,7286254.191,10000
SRID3006SIZE10000E685000N6065000,0,0,685000,6065000,1989384.45,7303525.257,10000
SRID3006SIZE10000E685000N6075000,0,0,685000,6075000,1990092.461,7320834.221,10000
SRID3006SIZE10000E685000N6085000,0,0,685000,6085000,1990804.401,7338181.293,10000
SRID3006SIZE10000E685000N6095000,0,0,685000,6095000,1991520.301,7355566.684,10000
SRID3006SIZE10000E685000N6105000,0,0,685000,6105000,1992240.19,7372990.607,10000
SRID3006SIZE10000E685000N6115000,0,0,685000,6115000,1992964.099,7390453.276,10000
SRID3006SIZE10000E685000N6125000,0,0,685000,6125000,1993692.058,7407954.907,10000
SRID3006SIZE10000E685000N6135000,0,0,685000,6135000,1994424.098,7425495.719,10000
SRID3006SIZE10000E685000N6145000,0,0,685000,6145000,1995160.251,7443075.93,10000
SRID3006SIZE10000E685000N6155000,0,0,685000,6155000,1995900.549,7460695.761,10000
SRID3006SIZE10000E685000N6165000,0,0,685000,6165000,1996645.022,7478355.436,10000
SRID3006SIZE10000E685000N6175000,0,0,685000,6175000,1997393.703,7496055.178,10000
SRID3006SIZE10000E685000N6185000,0,0,685000,6185000,1998146.626,7513795.213,10000
SRID3006SIZE10000E685000N6195000,0,0,685000,6195000,1998903.822,7531575.771,10000
SRID3006SIZE10000E685000N6205000,0,0,685000,6205000,1999665.325,7549397.079,10000
SRID3006SIZE10000E685000N6215000,0,0,685000,6215000,2000431.17,7567259.371,10000
SRID3006SIZE10000E685000N6225000,0,0,685000,6225000,2001201.389,7585162.878,10000
SRID3006SIZE10000E685000N6235000,0,0,685000,6235000,2001976.017,7603107.837,10000
SRID3006SIZE10000E685000N6245000,0,0,685000,6245000,2002755.089,7621094.483,10000
SRID3006SIZE10000E685000N6255000,0,0,685000,6255000,2003538.639,7639123.056,10000
SRID3006SIZE10000E685000N6265000,0,0,685000,6265000,2004326.705,7657193.796,10000
SRID3006SIZE10000E685000N6275000,0,0,685000,6275000,2005119.32,7675306.946,10000
SRID3006SIZE10000E685000N6285000,0,0,685000,6285000,2005916.522,7693462.751,10000
SRID3006SIZE10000E685000N6295000,0,0,685000,6295000,2006718.348,7711661.456,10000
SRID3006SIZE10000E685000N6305000,0,0,685000,6305000,2007524.833,7729903.31,10000
SRID3006SIZE10000E685000N6315000,0,0,685000,6315000,2008336.016,7748188.563,10000
SRID3006SIZE10000E685000N6325000,0,0,685000,6325000,2009151.934,7766517.468,10000
SRID3006SIZE10000E685000N6335000,0,0,685000,6335000,2009972.626,7784890.279,10000
SRID3006SIZE10000E685000N6345000,0,0,685000,6345000,2010798.131,7803307.252,10000
SRID3006SIZE10000E685000N6355000,0,0,685000,6355000,2011628.486,7821768.646,10000
SRID3006SIZE10000E685000N6365000,0,0,685000,6365000,2012463.733,7840274.721,10000
SRID3006SIZE10000E685000N6375000,0,0,685000,6375000,2013303.911,7858825.74,10000
SRID3006SIZE10000E685000N6385000,1,3,685000,6385000,2014149.06,7877421.968,10000
SRID3006SIZE10000E685000N6395000,0,0,685000,6395000,2014999.221,7896063.671,10000
SRID3006SIZE10000E685000N6405000,0,0,685000,6405000,2015854.435,7914751.12,10000
SRID3006SIZE10000E685000N6415000,0,0,685000,6415000,2016714.745,7933484.584,10000
SRID3006SIZE10000E685000N6425000,0,0,685000,6425000,2017580.192,7952264.338,10000
SRID3006SIZE10000E685000N6435000,0,0,685000,6435000,2018450.819,7971090.658,10000
SRID3006SIZE10000E685000N6445000,0,0,685000,6445000,2019326.67,7989963.821,10000
SRID3006SIZE10000E685000N6455000,0,0,685000,6455000,2020207.787,8008884.108,10000
SRID3006SIZE10000E685000N6465000,0,0,685000,6465000,2021094.216,8027851.802,10000
SRID3006SIZE10000E685000N6475000,0,0,685000,6475000,2021986,8046867.187,10000
SRID3006SIZE10000E685000N6485000,0,0,685000,6485000,2022883.185,8065930.552,10000
SRID3006SIZE10000E685000N6495000,0,0,685000,6495000,2023785.818,8085042.186,10000
SRID3006SIZE10000E685000N6505000,0,0,685000,6505000,2024693.942,8104202.381,10000
SRID3006SIZE10000E685000N6515000,0,0,685000,6515000,2025607.607,8123411.433,10000
SRID3006SIZE10000E685000N6525000,0,0,685000,6525000,2026526.858,8142669.638,10000
SRID3006SIZE10000E685000N6535000,0,0,685000,6535000,2027451.744,8161977.296,10000
SRID3006SIZE10000E685000N6545000,0,0,685000,6545000,2028382.313,8181334.71,10000
SRID3006SIZE10000E685000N6555000,4,12,685000,6555000,2029318.614,8200742.184,10000
SRID3006SIZE10000E685000N6565000,5,70,685000,6565000,2030260.697,8220200.026,10000
SRID3006SIZE10000E685000N6575000,6,110,685000,6575000,2031208.611,8239708.547,10000
SRID3006SIZE10000E685000N6585000,3,31,685000,6585000,2032162.407,8259268.059,10000
SRID3006SIZE10000E685000N6595000,4,190,685000,6595000,2033122.137,8278878.877,10000
SRID3006SIZE10000E685000N6605000,3,5,685000,6605000,2034087.852,8298541.321,10000
SRID3006SIZE10000E685000N6615000,0,0,685000,6615000,2035059.605,8318255.71,10000
SRID3006SIZE10000E685000N6625000,5,8,685000,6625000,2036037.449,8338022.369,10000
SRID3006SIZE10000E685000N6635000,4,9,685000,6635000,2037021.438,8357841.625,10000
SRID3006SIZE10000E685000N6645000,2,5,685000,6645000,2038011.626,8377713.806,10000
SRID3006SIZE10000E685000N6655000,2,7,685000,6655000,2039008.067,8397639.247,10000
SRID3006SIZE10000E685000N6665000,4,10,685000,6665000,2040010.818,8417618.28,10000
SRID3006SIZE10000E685000N6675000,3,4,685000,6675000,2041019.936,8437651.246,10000
SRID3006SIZE10000E685000N6685000,3,41,685000,6685000,2042035.476,8457738.486,10000
SRID3006SIZE10000E685000N6695000,2,7,685000,6695000,2043057.497,8477880.343,10000
SRID3006SIZE10000E685000N6705000,2,8,685000,6705000,2044086.057,8498077.166,10000
SRID3006SIZE10000E685000N6715000,4,169,685000,6715000,2045121.216,8518329.304,10000
SRID3006SIZE10000E685000N6725000,0,0,685000,6725000,2046163.032,8538637.112,10000
SRID3006SIZE10000E685000N6735000,0,0,685000,6735000,2047211.567,8559000.946,10000
SRID3006SIZE10000E685000N6745000,0,0,685000,6745000,2048266.883,8579421.167,10000
SRID3006SIZE10000E685000N6755000,0,0,685000,6755000,2049329.04,8599898.138,10000
SRID3006SIZE10000E685000N6765000,0,0,685000,6765000,2050398.102,8620432.225,10000
SRID3006SIZE10000E685000N6775000,0,0,685000,6775000,2051474.132,8641023.799,10000
SRID3006SIZE10000E685000N6785000,0,0,685000,6785000,2052557.196,8661673.232,10000
SRID3006SIZE10000E685000N6795000,0,0,685000,6795000,2053647.357,8682380.903,10000
SRID3006SIZE10000E685000N6805000,0,0,685000,6805000,2054744.682,8703147.19,10000
SRID3006SIZE10000E685000N6815000,0,0,685000,6815000,2055849.238,8723972.478,10000
SRID3006SIZE10000E685000N6825000,0,0,685000,6825000,2056961.093,8744857.155,10000
SRID3006SIZE10000E685000N6835000,0,0,685000,6835000,2058080.315,8765801.61,10000
SRID3006SIZE10000E685000N6845000,0,0,685000,6845000,2059206.973,8786806.24,10000
SRID3006SIZE10000E685000N6855000,0,0,685000,6855000,2060341.138,8807871.441,10000
SRID3006SIZE10000E685000N6865000,0,0,685000,6865000,2061482.881,8828997.617,10000
SRID3006SIZE10000E685000N6875000,0,0,685000,6875000,2062632.274,8850185.172,10000
SRID3006SIZE10000E685000N6885000,0,0,685000,6885000,2063789.39,8871434.517,10000
SRID3006SIZE10000E685000N6895000,0,0,685000,6895000,2064954.302,8892746.064,10000
SRID3006SIZE10000E685000N6905000,0,0,685000,6905000,2066127.087,8914120.233,10000
SRID3006SIZE10000E685000N6915000,0,0,685000,6915000,2067307.819,8935557.443,10000
SRID3006SIZE10000E685000N6925000,0,0,685000,6925000,2068496.575,8957058.12,10000
SRID3006SIZE10000E685000N6935000,0,0,685000,6935000,2069693.434,8978622.694,10000
SRID3006SIZE10000E685000N6945000,0,0,685000,6945000,2070898.473,9000251.599,10000
SRID3006SIZE10000E685000N6955000,0,0,685000,6955000,2072111.774,9021945.272,10000
SRID3006SIZE10000E685000N6965000,0,0,685000,6965000,2073333.417,9043704.155,10000
SRID3006SIZE10000E685000N6975000,0,0,685000,6975000,2074563.484,9065528.695,10000
SRID3006SIZE10000E685000N6985000,0,0,685000,6985000,2075802.057,9087419.343,10000
SRID3006SIZE10000E685000N6995000,1,1,685000,6995000,2077049.222,9109376.553,10000
SRID3006SIZE10000E685000N7005000,0,0,685000,7005000,2078305.063,9131400.786,10000
SRID3006SIZE10000E685000N7015000,0,0,685000,7015000,2079569.667,9153492.504,10000
SRID3006SIZE10000E685000N7025000,2,4,685000,7025000,2080843.122,9175652.178,10000
SRID3006SIZE10000E685000N7035000,0,0,685000,7035000,2082125.516,9197880.281,10000
SRID3006SIZE10000E685000N7045000,0,0,685000,7045000,2083416.939,9220177.29,10000
SRID3006SIZE10000E685000N7055000,1,4,685000,7055000,2084717.482,9242543.688,10000
SRID3006SIZE10000E685000N7065000,0,0,685000,7065000,2086027.239,9264979.963,10000
SRID3006SIZE10000E685000N7075000,0,0,685000,7075000,2087346.302,9287486.608,10000
SRID3006SIZE10000E685000N7085000,0,0,685000,7085000,2088674.766,9310064.119,10000
SRID3006SIZE10000E685000N7095000,0,0,685000,7095000,2090012.728,9332713.001,10000
SRID3006SIZE10000E685000N7105000,0,0,685000,7105000,2091360.285,9355433.759,10000
SRID3006SIZE10000E685000N7115000,0,0,685000,7115000,2092717.536,9378226.908,10000
SRID3006SIZE10000E685000N7125000,0,0,685000,7125000,2094084.582,9401092.965,10000
SRID3006SIZE10000E685000N7135000,0,0,685000,7135000,2095461.524,9424032.453,10000
SRID3006SIZE10000E685000N7145000,0,0,685000,7145000,2096848.466,9447045.902,10000
SRID3006SIZE10000E685000N7155000,0,0,685000,7155000,2098245.511,9470133.845,10000
SRID3006SIZE10000E685000N7165000,0,0,685000,7165000,2099652.766,9493296.823,10000
SRID3006SIZE10000E685000N7175000,0,0,685000,7175000,2101070.339,9516535.38,10000
SRID3006SIZE10000E685000N7185000,0,0,685000,7185000,2102498.338,9539850.067,10000
SRID3006SIZE10000E685000N7195000,0,0,685000,7195000,2103936.874,9563241.442,10000
SRID3006SIZE10000E685000N7205000,0,0,685000,7205000,2105386.058,9586710.067,10000
SRID3006SIZE10000E685000N7215000,0,0,685000,7215000,2106846.006,9610256.511,10000
SRID3006SIZE10000E685000N7225000,0,0,685000,7225000,2108316.832,9633881.347,10000
SRID3006SIZE10000E685000N7235000,0,0,685000,7235000,2109798.654,9657585.158,10000
SRID3006SIZE10000E685000N7245000,0,0,685000,7245000,2111291.589,9681368.529,10000
SRID3006SIZE10000E685000N7255000,0,0,685000,7255000,2112795.759,9705232.055,10000
SRID3006SIZE10000E685000N7265000,0,0,685000,7265000,2114311.286,9729176.333,10000
SRID3006SIZE10000E685000N7275000,0,0,685000,7275000,2115838.293,9753201.971,10000
SRID3006SIZE10000E685000N7285000,0,0,685000,7285000,2117376.906,9777309.581,10000
SRID3006SIZE10000E685000N7295000,0,0,685000,7295000,2118927.254,9801499.782,10000
SRID3006SIZE10000E685000N7305000,0,0,685000,7305000,2120489.465,9825773.199,10000
SRID3006SIZE10000E685000N7315000,0,0,685000,7315000,2122063.672,9850130.467,10000
SRID3006SIZE10000E685000N7325000,0,0,685000,7325000,2123650.007,9874572.223,10000
SRID3006SIZE10000E685000N7335000,0,0,685000,7335000,2125248.606,9899099.115,10000
SRID3006SIZE10000E685000N7345000,0,0,685000,7345000,2126859.606,9923711.797,10000
SRID3006SIZE10000E685000N7355000,0,0,685000,7355000,2128483.147,9948410.93,10000
SRID3006SIZE10000E685000N7365000,0,0,685000,7365000,2130119.37,9973197.182,10000
SRID3006SIZE10000E685000N7375000,0,0,685000,7375000,2131768.419,9998071.229,10000
SRID3006SIZE10000E685000N7385000,0,0,685000,7385000,2133430.441,10023033.75,10000
SRID3006SIZE10000E685000N7395000,0,0,685000,7395000,2135105.582,10048085.45,10000
SRID3006SIZE10000E685000N7405000,0,0,685000,7405000,2136793.994,10073227.01,10000
SRID3006SIZE10000E685000N7415000,0,0,685000,7415000,2138495.829,10098459.15,10000
SRID3006SIZE10000E685000N7425000,0,0,685000,7425000,2140211.243,10123782.58,10000
SRID3006SIZE10000E685000N7435000,0,0,685000,7435000,2141940.392,10149198.02,10000
SRID3006SIZE10000E685000N7445000,0,0,685000,7445000,2143683.438,10174706.21,10000
SRID3006SIZE10000E685000N7455000,0,0,685000,7455000,2145440.541,10200307.88,10000
SRID3006SIZE10000E685000N7465000,0,0,685000,7465000,2147211.867,10226003.79,10000
SRID3006SIZE10000E685000N7475000,0,0,685000,7475000,2148997.585,10251794.68,10000
SRID3006SIZE10000E685000N7485000,0,0,685000,7485000,2150797.863,10277681.33,10000
SRID3006SIZE10000E685000N7495000,0,0,685000,7495000,2152612.874,10303664.51,10000
SRID3006SIZE10000E685000N7505000,0,0,685000,7505000,2154442.796,10329745,10000
SRID3006SIZE10000E685000N7515000,0,0,685000,7515000,2156287.805,10355923.6,10000
SRID3006SIZE10000E685000N7525000,0,0,685000,7525000,2158148.083,10382201.11,10000
SRID3006SIZE10000E685000N7535000,0,0,685000,7535000,2160023.815,10408578.34,10000
SRID3006SIZE10000E685000N7545000,0,0,685000,7545000,2161915.187,10435056.11,10000
SRID3006SIZE10000E685000N7555000,0,0,685000,7555000,2163822.39,10461635.26,10000
SRID3006SIZE10000E685000N7565000,0,0,685000,7565000,2165745.618,10488316.62,10000
SRID3006SIZE10000E685000N7575000,0,0,685000,7575000,2167685.066,10515101.05,10000
SRID3006SIZE10000E685000N7585000,0,0,685000,7585000,2169640.935,10541989.41,10000
SRID3006SIZE10000E685000N7595000,0,0,685000,7595000,2171613.427,10568982.57,10000
SRID3006SIZE10000E685000N7605000,0,0,685000,7605000,2173602.749,10596081.41,10000
SRID3006SIZE10000E685000N7615000,0,0,685000,7615000,2175609.111,10623286.83,10000
SRID3006SIZE10000E685000N7625000,0,0,685000,7625000,2177632.726,10650599.73,10000
SRID3006SIZE10000E685000N7635000,0,0,685000,7635000,2179673.811,10678021.03,10000
SRID3006SIZE10000E685000N7645000,0,0,685000,7645000,2181732.586,10705551.65,10000
SRID3006SIZE10000E685000N7655000,0,0,685000,7655000,2183809.277,10733192.54,10000
SRID3006SIZE10000E685000N7665000,0,0,685000,7665000,2185904.11,10760944.64,10000
SRID3006SIZE10000E685000N7675000,0,0,685000,7675000,2188017.319,10788808.92,10000
SRID3006SIZE10000E685000N7685000,0,0,685000,7685000,2190149.138,10816786.35,10000
SRID3006SIZE10000E685000N7695000,0,0,685000,7695000,2192299.808,10844877.92,10000
SRID3006SIZE10000E685000N7705000,0,0,685000,7705000,2194469.573,10873084.63,10000
SRID3006SIZE10000E685000N7715000,0,0,685000,7715000,2196658.682,10901407.48,10000
SRID3006SIZE10000E685000N7725000,0,0,685000,7725000,2198867.387,10929847.51,10000
SRID3006SIZE10000E685000N7735000,0,0,685000,7735000,2201095.945,10958405.75,10000
SRID3006SIZE10000E695000N6025000,0,0,695000,6025000,2003690.067,7233955.422,10000
SRID3006SIZE10000E695000N6035000,0,0,695000,6035000,2004419.898,7251110.133,10000
SRID3006SIZE10000E695000N6045000,0,0,695000,6045000,2005153.747,7268302.093,10000
SRID3006SIZE10000E695000N6055000,0,0,695000,6055000,2005891.644,7285531.508,10000
SRID3006SIZE10000E695000N6065000,0,0,695000,6065000,2006633.62,7302798.582,10000
SRID3006SIZE10000E695000N6075000,0,0,695000,6075000,2007379.704,7320103.525,10000
SRID3006SIZE10000E695000N6085000,0,0,695000,6085000,2008129.929,7337446.545,10000
SRID3006SIZE10000E695000N6095000,0,0,695000,6095000,2008884.325,7354827.853,10000
SRID3006SIZE10000E695000N6105000,0,0,695000,6105000,2009642.924,7372247.663,10000
SRID3006SIZE10000E695000N6115000,0,0,695000,6115000,2010405.758,7389706.187,10000
SRID3006SIZE10000E695000N6125000,0,0,695000,6125000,2011172.86,7407203.642,10000
SRID3006SIZE10000E695000N6135000,0,0,695000,6135000,2011944.26,7424740.245,10000
SRID3006SIZE10000E695000N6145000,0,0,695000,6145000,2012719.994,7442316.216,10000
SRID3006SIZE10000E695000N6155000,0,0,695000,6155000,2013500.093,7459931.774,10000
SRID3006SIZE10000E695000N6165000,0,0,695000,6165000,2014284.593,7477587.142,10000
SRID3006SIZE10000E695000N6175000,0,0,695000,6175000,2015073.525,7495282.545,10000
SRID3006SIZE10000E695000N6185000,0,0,695000,6185000,2015866.925,7513018.208,10000
SRID3006SIZE10000E695000N6195000,0,0,695000,6195000,2016664.828,7530794.358,10000
SRID3006SIZE10000E695000N6205000,0,0,695000,6205000,2017467.269,7548611.225,10000
SRID3006SIZE10000E695000N6215000,0,0,695000,6215000,2018274.283,7566469.041,10000
SRID3006SIZE10000E695000N6225000,0,0,695000,6225000,2019085.905,7584368.037,10000
