Id,Antal arter,Antal observationer,Centre coordinate X (SWEREF99_TM),Centre coordinate Y (SWEREF99_TM),Centre coordinate X (GoogleMercator),Centre coordinate Y (GoogleMercator),Grid cell width (metres)
SRID3006SIZE10000E335000N6255000,0,0,335000,6255000,1372079.684,7640613.172,10000
SRID3006SIZE10000E335000N6265000,0,0,335000,6265000,1371376.441,7658692.494,10000
SRID3006SIZE10000E335000N6275000,0,0,335000,6275000,1370669.135,7676814.294,10000
SRID3006SIZE10000E335000N6285000,0,0,335000,6285000,1369957.734,7694978.818,10000
SRID3006SIZE10000E335000N6295000,0,0,335000,6295000,1369242.206,7713186.312,10000
SRID3006SIZE10000E335000N6305000,0,0,335000,6305000,1368522.517,7731437.025,10000
SRID3006SIZE10000E335000N6315000,0,0,335000,6315000,1367798.635,7749731.209,10000
SRID3006SIZE10000E335000N6325000,5,9,335000,6325000,1367070.524,7768069.117,10000
SRID3006SIZE10000E335000N6335000,5,9,335000,6335000,1366338.152,7786451.003,10000
SRID3006SIZE10000E335000N6345000,5,8,335000,6345000,1365601.483,7804877.125,10000
SRID3006SIZE10000E335000N6355000,4,10,335000,6355000,1364860.482,7823347.743,10000
SRID3006SIZE10000E335000N6365000,3,10,335000,6365000,1364115.115,7841863.116,10000
SRID3006SIZE10000E335000N6375000,4,7,335000,6375000,1363365.346,7860423.51,10000
SRID3006SIZE10000E335000N6385000,2,2,335000,6385000,1362611.137,7879029.19,10000
SRID3006SIZE10000E335000N6395000,2,4,335000,6395000,1361852.454,7897680.423,10000
SRID3006SIZE10000E335000N6405000,3,6,335000,6405000,1361089.259,7916377.479,10000
SRID3006SIZE10000E335000N6415000,4,10,335000,6415000,1360321.515,7935120.631,10000
SRID3006SIZE10000E335000N6425000,0,0,335000,6425000,1359549.183,7953910.154,10000
SRID3006SIZE10000E335000N6435000,1,1,335000,6435000,1358772.227,7972746.322,10000
SRID3006SIZE10000E335000N6445000,1,1,335000,6445000,1357990.607,7991629.417,10000
SRID3006SIZE10000E335000N6455000,2,6,335000,6455000,1357204.284,8010559.719,10000
SRID3006SIZE10000E335000N6465000,1,2,335000,6465000,1356413.218,8029537.511,10000
SRID3006SIZE10000E335000N6475000,1,1,335000,6475000,1355617.371,8048563.081,10000
SRID3006SIZE10000E335000N6485000,0,0,335000,6485000,1354816.701,8067636.715,10000
SRID3006SIZE10000E335000N6495000,2,4,335000,6495000,1354011.168,8086758.706,10000
SRID3006SIZE10000E335000N6505000,0,0,335000,6505000,1353200.731,8105929.346,10000
SRID3006SIZE10000E335000N6515000,1,1,335000,6515000,1352385.347,8125148.931,10000
SRID3006SIZE10000E335000N6525000,0,0,335000,6525000,1351564.974,8144417.76,10000
SRID3006SIZE10000E335000N6535000,0,0,335000,6535000,1350739.57,8163736.133,10000
SRID3006SIZE10000E335000N6545000,0,0,335000,6545000,1349909.092,8183104.354,10000
SRID3006SIZE10000E335000N6555000,0,0,335000,6555000,1349073.495,8202522.729,10000
SRID3006SIZE10000E335000N6565000,0,0,335000,6565000,1348232.736,8221991.566,10000
SRID3006SIZE10000E335000N6575000,0,0,335000,6575000,1347386.77,8241511.176,10000
SRID3006SIZE10000E335000N6585000,0,0,335000,6585000,1346535.551,8261081.875,10000
SRID3006SIZE10000E335000N6595000,3,3,335000,6595000,1345679.033,8280703.977,10000
SRID3006SIZE10000E335000N6605000,0,0,335000,6605000,1344817.171,8300377.803,10000
SRID3006SIZE10000E335000N6615000,0,0,335000,6615000,1343949.918,8320103.675,10000
SRID3006SIZE10000E335000N6625000,0,0,335000,6625000,1343077.225,8339881.918,10000
SRID3006SIZE10000E335000N6635000,1,2,335000,6635000,1342199.045,8359712.86,10000
SRID3006SIZE10000E335000N6645000,0,0,335000,6645000,1341315.33,8379596.832,10000
SRID3006SIZE10000E335000N6655000,0,0,335000,6655000,1340426.03,8399534.166,10000
SRID3006SIZE10000E335000N6665000,0,0,335000,6665000,1339531.095,8419525.201,10000
SRID3006SIZE10000E335000N6675000,0,0,335000,6675000,1338630.476,8439570.275,10000
SRID3006SIZE10000E335000N6685000,0,0,335000,6685000,1337724.12,8459669.731,10000
SRID3006SIZE10000E335000N6695000,0,0,335000,6695000,1336811.977,8479823.915,10000
SRID3006SIZE10000E335000N6705000,0,0,335000,6705000,1335893.995,8500033.175,10000
SRID3006SIZE10000E335000N6715000,0,0,335000,6715000,1334970.12,8520297.864,10000
SRID3006SIZE10000E335000N6725000,0,0,335000,6725000,1334040.299,8540618.336,10000
SRID3006SIZE10000E335000N6735000,0,0,335000,6735000,1333104.478,8560994.95,10000
SRID3006SIZE10000E335000N6745000,0,0,335000,6745000,1332162.602,8581428.068,10000
SRID3006SIZE10000E335000N6755000,0,0,335000,6755000,1331214.615,8601918.053,10000
SRID3006SIZE10000E335000N6765000,0,0,335000,6765000,1330260.462,8622465.275,10000
SRID3006SIZE10000E335000N6775000,0,0,335000,6775000,1329300.086,8643070.105,10000
SRID3006SIZE10000E335000N6785000,0,0,335000,6785000,1328333.429,8663732.917,10000
SRID3006SIZE10000E335000N6795000,0,0,335000,6795000,1327360.433,8684454.09,10000
SRID3006SIZE10000E335000N6805000,0,0,335000,6805000,1326381.038,8705234.006,10000
SRID3006SIZE10000E335000N6815000,0,0,335000,6815000,1325395.186,8726073.05,10000
SRID3006SIZE10000E335000N6825000,0,0,335000,6825000,1324402.815,8746971.611,10000
SRID3006SIZE10000E335000N6835000,0,0,335000,6835000,1323403.864,8767930.082,10000
SRID3006SIZE10000E335000N6845000,0,0,335000,6845000,1322398.272,8788948.859,10000
SRID3006SIZE10000E335000N6855000,0,0,335000,6855000,1321385.975,8810028.342,10000
SRID3006SIZE10000E335000N6865000,0,0,335000,6865000,1320366.91,8831168.935,10000
SRID3006SIZE10000E335000N6875000,0,0,335000,6875000,1319341.012,8852371.045,10000
SRID3006SIZE10000E335000N6885000,0,0,335000,6885000,1318308.216,8873635.084,10000
SRID3006SIZE10000E335000N6895000,0,0,335000,6895000,1317268.457,8894961.466,10000
SRID3006SIZE10000E335000N6905000,0,0,335000,6905000,1316221.666,8916350.612,10000
SRID3006SIZE10000E335000N6915000,0,0,335000,6915000,1315167.777,8937802.944,10000
SRID3006SIZE10000E335000N6925000,0,0,335000,6925000,1314106.721,8959318.89,10000
SRID3006SIZE10000E335000N6935000,0,0,335000,6935000,1313038.427,8980898.881,10000
SRID3006SIZE10000E335000N6945000,0,0,335000,6945000,1311962.826,9002543.353,10000
SRID3006SIZE10000E335000N6955000,0,0,335000,6955000,1310879.846,9024252.745,10000
SRID3006SIZE10000E335000N6965000,0,0,335000,6965000,1309789.415,9046027.502,10000
SRID3006SIZE10000E335000N6975000,0,0,335000,6975000,1308691.459,9067868.072,10000
SRID3006SIZE10000E335000N6985000,0,0,335000,6985000,1307585.904,9089774.909,10000
SRID3006SIZE10000E335000N6995000,0,0,335000,6995000,1306472.676,9111748.468,10000
SRID3006SIZE10000E335000N7005000,0,0,335000,7005000,1305351.696,9133789.212,10000
SRID3006SIZE10000E335000N7015000,0,0,335000,7015000,1304222.889,9155897.607,10000
SRID3006SIZE10000E335000N7025000,0,0,335000,7025000,1303086.177,9178074.125,10000
SRID3006SIZE10000E335000N7035000,0,0,335000,7035000,1301941.478,9200319.24,10000
SRID3006SIZE10000E335000N7045000,0,0,335000,7045000,1300788.714,9222633.433,10000
SRID3006SIZE10000E335000N7055000,0,0,335000,7055000,1299627.802,9245017.19,10000
SRID3006SIZE10000E335000N7065000,0,0,335000,7065000,1298458.661,9267470.999,10000
SRID3006SIZE10000E335000N7075000,0,0,335000,7075000,1297281.205,9289995.357,10000
SRID3006SIZE10000E335000N7085000,0,0,335000,7085000,1296095.351,9312590.763,10000
SRID3006SIZE10000E335000N7095000,0,0,335000,7095000,1294901.012,9335257.722,10000
SRID3006SIZE10000E335000N7105000,0,0,335000,7105000,1293698.101,9357996.745,10000
SRID3006SIZE10000E335000N7115000,0,0,335000,7115000,1292486.529,9380808.347,10000
SRID3006SIZE10000E335000N7125000,0,0,335000,7125000,1291266.207,9403693.047,10000
SRID3006SIZE10000E335000N7135000,0,0,335000,7135000,1290037.044,9426651.374,10000
SRID3006SIZE10000E335000N7145000,0,0,335000,7145000,1288798.947,9449683.857,10000
SRID3006SIZE10000E335000N7155000,0,0,335000,7155000,1287551.824,9472791.035,10000
SRID3006SIZE10000E335000N7165000,0,0,335000,7165000,1286295.578,9495973.448,10000
SRID3006SIZE10000E335000N7175000,0,0,335000,7175000,1285030.115,9519231.647,10000
SRID3006SIZE10000E335000N7185000,0,0,335000,7185000,1283755.336,9542566.184,10000
SRID3006SIZE10000E335000N7195000,0,0,335000,7195000,1282471.143,9565977.619,10000
SRID3006SIZE10000E335000N7205000,0,0,335000,7205000,1281177.435,9589466.519,10000
SRID3006SIZE10000E335000N7215000,0,0,335000,7215000,1279874.111,9613033.454,10000
SRID3006SIZE10000E335000N7225000,0,0,335000,7225000,1278561.067,9636679.002,10000
SRID3006SIZE10000E335000N7235000,0,0,335000,7235000,1277238.199,9660403.748,10000
SRID3006SIZE10000E335000N7245000,0,0,335000,7245000,1275905.4,9684208.281,10000
SRID3006SIZE10000E335000N7255000,0,0,335000,7255000,1274562.563,9708093.198,10000
SRID3006SIZE10000E335000N7265000,0,0,335000,7265000,1273209.578,9732059.101,10000
SRID3006SIZE10000E335000N7275000,0,0,335000,7275000,1271846.334,9756106.6,10000
SRID3006SIZE10000E335000N7285000,0,0,335000,7285000,1270472.72,9780236.312,10000
SRID3006SIZE10000E335000N7295000,0,0,335000,7295000,1269088.62,9804448.858,10000
SRID3006SIZE10000E335000N7305000,0,0,335000,7305000,1267693.918,9828744.868,10000
SRID3006SIZE10000E335000N7315000,0,0,335000,7315000,1266288.498,9853124.978,10000
SRID3006SIZE10000E335000N7325000,0,0,335000,7325000,1264872.24,9877589.832,10000
SRID3006SIZE10000E335000N7335000,0,0,335000,7335000,1263445.022,9902140.081,10000
SRID3006SIZE10000E335000N7345000,0,0,335000,7345000,1262006.722,9926776.382,10000
SRID3006SIZE10000E335000N7355000,0,0,335000,7355000,1260557.215,9951499.4,10000
SRID3006SIZE10000E335000N7365000,0,0,335000,7365000,1259096.374,9976309.807,10000
SRID3006SIZE10000E335000N7375000,0,0,335000,7375000,1257624.071,10001208.28,10000
SRID3006SIZE10000E335000N7385000,0,0,335000,7385000,1256140.174,10026195.52,10000
SRID3006SIZE10000E335000N7395000,0,0,335000,7395000,1254644.552,10051272.2,10000
SRID3006SIZE10000E335000N7405000,0,0,335000,7405000,1253137.07,10076439.05,10000
SRID3006SIZE10000E335000N7415000,0,0,335000,7415000,1251617.59,10101696.75,10000
SRID3006SIZE10000E335000N7425000,0,0,335000,7425000,1250085.975,10127046.05,10000
SRID3006SIZE10000E335000N7435000,0,0,335000,7435000,1248542.084,10152487.66,10000
SRID3006SIZE10000E335000N7445000,0,0,335000,7445000,1246985.772,10178022.32,10000
SRID3006SIZE10000E335000N7455000,0,0,335000,7455000,1245416.896,10203650.77,10000
SRID3006SIZE10000E335000N7465000,0,0,335000,7465000,1243835.307,10229373.78,10000
SRID3006SIZE10000E335000N7475000,0,0,335000,7475000,1242240.854,10255192.09,10000
SRID3006SIZE10000E335000N7485000,0,0,335000,7485000,1240633.387,10281106.48,10000
SRID3006SIZE10000E335000N7495000,0,0,335000,7495000,1239012.75,10307117.73,10000
SRID3006SIZE10000E335000N7505000,0,0,335000,7505000,1237378.786,10333226.63,10000
SRID3006SIZE10000E335000N7515000,0,0,335000,7515000,1235731.335,10359433.98,10000
SRID3006SIZE10000E335000N7525000,0,0,335000,7525000,1234070.234,10385740.59,10000
SRID3006SIZE10000E335000N7535000,0,0,335000,7535000,1232395.32,10412147.27,10000
SRID3006SIZE10000E335000N7545000,0,0,335000,7545000,1230706.423,10438654.84,10000
SRID3006SIZE10000E335000N7555000,0,0,335000,7555000,1229003.375,10465264.16,10000
SRID3006SIZE10000E335000N7565000,0,0,335000,7565000,1227286.001,10491976.06,10000
SRID3006SIZE10000E335000N7575000,0,0,335000,7575000,1225554.126,10518791.4,10000
SRID3006SIZE10000E335000N7585000,0,0,335000,7585000,1223807.571,10545711.06,10000
SRID3006SIZE10000E335000N7595000,0,0,335000,7595000,1222046.154,10572735.9,10000
SRID3006SIZE10000E335000N7605000,0,0,335000,7605000,1220269.691,10599866.82,10000
SRID3006SIZE10000E335000N7615000,0,0,335000,7615000,1218477.993,10627104.72,10000
SRID3006SIZE10000E335000N7625000,0,0,335000,7625000,1216670.869,10654450.51,10000
SRID3006SIZE10000E335000N7635000,0,0,335000,7635000,1214848.126,10681905.11,10000
SRID3006SIZE10000E335000N7645000,0,0,335000,7645000,1213009.565,10709469.46,10000
SRID3006SIZE10000E335000N7655000,0,0,335000,7655000,1211154.986,10737144.5,10000
SRID3006SIZE10000E335000N7665000,0,0,335000,7665000,1209284.184,10764931.19,10000
SRID3006SIZE10000E335000N7675000,0,0,335000,7675000,1207396.952,10792830.5,10000
SRID3006SIZE10000E335000N7685000,0,0,335000,7685000,1205493.078,10820843.41,10000
SRID3006SIZE10000E335000N7695000,0,0,335000,7695000,1203572.347,10848970.92,10000
SRID3006SIZE10000E335000N7705000,0,0,335000,7705000,1201634.541,10877214.04,10000
SRID3006SIZE10000E335000N7715000,0,0,335000,7715000,1199679.437,10905573.78,10000
SRID3006SIZE10000E335000N7725000,0,0,335000,7725000,1197706.809,10934051.17,10000
SRID3006SIZE10000E335000N7735000,0,0,335000,7735000,1195716.425,10962647.27,10000
SRID3006SIZE10000E345000N6025000,0,0,345000,6025000,1404312.342,7236575.382,10000
SRID3006SIZE10000E345000N6035000,0,0,345000,6035000,1403731.667,7253744.482,10000
SRID3006SIZE10000E345000N6045000,0,0,345000,6045000,1403147.791,7270950.94,10000
SRID3006SIZE10000E345000N6055000,0,0,345000,6055000,1402560.693,7288194.96,10000
SRID3006SIZE10000E345000N6065000,0,0,345000,6065000,1401970.346,7305476.75,10000
SRID3006SIZE10000E345000N6075000,0,0,345000,6075000,1401376.728,7322796.518,10000
SRID3006SIZE10000E345000N6085000,0,0,345000,6085000,1400779.813,7340154.476,10000
SRID3006SIZE10000E345000N6095000,0,0,345000,6095000,1400179.576,7357550.835,10000
SRID3006SIZE10000E345000N6105000,0,0,345000,6105000,1399575.992,7374985.81,10000
SRID3006SIZE10000E345000N6115000,0,0,345000,6115000,1398969.036,7392459.614,10000
SRID3006SIZE10000E345000N6125000,0,0,345000,6125000,1398358.682,7409972.466,10000
SRID3006SIZE10000E345000N6135000,0,0,345000,6135000,1397744.904,7427524.584,10000
SRID3006SIZE10000E345000N6145000,0,0,345000,6145000,1397127.676,7445116.188,10000
SRID3006SIZE10000E345000N6155000,0,0,345000,6155000,1396506.97,7462747.5,10000
SRID3006SIZE10000E345000N6165000,0,0,345000,6165000,1395882.761,7480418.744,10000
SRID3006SIZE10000E345000N6175000,0,0,345000,6175000,1395255.021,7498130.145,10000
SRID3006SIZE10000E345000N6185000,0,0,345000,6185000,1394623.724,7515881.93,10000
SRID3006SIZE10000E345000N6195000,0,0,345000,6195000,1393988.84,7533674.328,10000
SRID3006SIZE10000E345000N6205000,0,0,345000,6205000,1393350.343,7551507.57,10000
SRID3006SIZE10000E345000N6215000,0,0,345000,6215000,1392708.203,7569381.887,10000
SRID3006SIZE10000E345000N6225000,5,98,345000,6225000,1392062.393,7587297.515,10000
SRID3006SIZE10000E345000N6235000,6,627,345000,6235000,1391412.884,7605254.69,10000
SRID3006SIZE10000E345000N6245000,6,108,345000,6245000,1390759.646,7623253.648,10000
SRID3006SIZE10000E345000N6255000,2,4,345000,6255000,1390102.651,7641294.631,10000
SRID3006SIZE10000E345000N6265000,0,0,345000,6265000,1389441.867,7659377.879,10000
SRID3006SIZE10000E345000N6275000,0,0,345000,6275000,1388777.266,7677503.637,10000
SRID3006SIZE10000E345000N6285000,0,0,345000,6285000,1388108.816,7695672.149,10000
SRID3006SIZE10000E345000N6295000,0,0,345000,6295000,1387436.487,7713883.664,10000
SRID3006SIZE10000E345000N6305000,1,2,345000,6305000,1386760.247,7732138.43,10000
SRID3006SIZE10000E345000N6315000,2,4,345000,6315000,1386080.067,7750436.7,10000
SRID3006SIZE10000E345000N6325000,0,0,345000,6325000,1385395.912,7768778.726,10000
SRID3006SIZE10000E345000N6335000,1,1,345000,6335000,1384707.753,7787164.764,10000
SRID3006SIZE10000E345000N6345000,0,0,345000,6345000,1384015.555,7805595.072,10000
SRID3006SIZE10000E345000N6355000,0,0,345000,6355000,1383319.286,7824069.909,10000
SRID3006SIZE10000E345000N6365000,1,1,345000,6365000,1382618.913,7842589.537,10000
SRID3006SIZE10000E345000N6375000,4,6,345000,6375000,1381914.403,7861154.22,10000
SRID3006SIZE10000E345000N6385000,0,0,345000,6385000,1381205.721,7879764.223,10000
SRID3006SIZE10000E345000N6395000,0,0,345000,6395000,1380492.833,7898419.816,10000
SRID3006SIZE10000E345000N6405000,1,1,345000,6405000,1379775.705,7917121.268,10000
SRID3006SIZE10000E345000N6415000,4,17,345000,6415000,1379054.3,7935868.853,10000
SRID3006SIZE10000E345000N6425000,0,0,345000,6425000,1378328.585,7954662.844,10000
SRID3006SIZE10000E345000N6435000,0,0,345000,6435000,1377598.523,7973503.519,10000
SRID3006SIZE10000E345000N6445000,1,1,345000,6445000,1376864.078,7992391.157,10000
SRID3006SIZE10000E345000N6455000,1,17,345000,6455000,1376125.212,8011326.041,10000
SRID3006SIZE10000E345000N6465000,1,4,345000,6465000,1375381.89,8030308.453,10000
SRID3006SIZE10000E345000N6475000,2,6,345000,6475000,1374634.073,8049338.682,10000
SRID3006SIZE10000E345000N6485000,4,5,345000,6485000,1373881.724,8068417.015,10000
SRID3006SIZE10000E345000N6495000,4,5,345000,6495000,1373124.803,8087543.744,10000
SRID3006SIZE10000E345000N6505000,1,1,345000,6505000,1372363.273,8106719.163,10000
SRID3006SIZE10000E345000N6515000,0,0,345000,6515000,1371597.094,8125943.568,10000
SRID3006SIZE10000E345000N6525000,0,0,345000,6525000,1370826.226,8145217.257,10000
SRID3006SIZE10000E345000N6535000,4,4,345000,6535000,1370050.63,8164540.533,10000
SRID3006SIZE10000E345000N6545000,0,0,345000,6545000,1369270.263,8183913.698,10000
SRID3006SIZE10000E345000N6555000,1,1,345000,6555000,1368485.087,8203337.06,10000
SRID3006SIZE10000E345000N6565000,0,0,345000,6565000,1367695.058,8222810.927,10000
SRID3006SIZE10000E345000N6575000,1,1,345000,6575000,1366900.134,8242335.612,10000
SRID3006SIZE10000E345000N6585000,1,2,345000,6585000,1366100.274,8261911.428,10000
SRID3006SIZE10000E345000N6595000,1,1,345000,6595000,1365295.434,8281538.694,10000
SRID3006SIZE10000E345000N6605000,2,3,345000,6605000,1364485.57,8301217.728,10000
SRID3006SIZE10000E345000N6615000,0,0,345000,6615000,1363670.639,8320948.854,10000
SRID3006SIZE10000E345000N6625000,0,0,345000,6625000,1362850.595,8340732.397,10000
SRID3006SIZE10000E345000N6635000,1,1,345000,6635000,1362025.394,8360568.686,10000
SRID3006SIZE10000E345000N6645000,0,0,345000,6645000,1361194.99,8380458.052,10000
SRID3006SIZE10000E345000N6655000,0,0,345000,6655000,1360359.337,8400400.829,10000
SRID3006SIZE10000E345000N6665000,0,0,345000,6665000,1359518.388,8420397.355,10000
SRID3006SIZE10000E345000N6675000,0,0,345000,6675000,1358672.095,8440447.969,10000
SRID3006SIZE10000E345000N6685000,0,0,345000,6685000,1357820.411,8460553.015,10000
SRID3006SIZE10000E345000N6695000,0,0,345000,6695000,1356963.287,8480712.839,10000
SRID3006SIZE10000E345000N6705000,0,0,345000,6705000,1356100.674,8500927.791,10000
SRID3006SIZE10000E345000N6715000,0,0,345000,6715000,1355232.522,8521198.222,10000
SRID3006SIZE10000E345000N6725000,0,0,345000,6725000,1354358.782,8541524.489,10000
SRID3006SIZE10000E345000N6735000,0,0,345000,6735000,1353479.402,8561906.951,10000
SRID3006SIZE10000E345000N6745000,0,0,345000,6745000,1352594.33,8582345.97,10000
SRID3006SIZE10000E345000N6755000,0,0,345000,6755000,1351703.515,8602841.911,10000
SRID3006SIZE10000E345000N6765000,0,0,345000,6765000,1350806.904,8623395.143,10000
SRID3006SIZE10000E345000N6775000,0,0,345000,6775000,1349904.443,8644006.038,10000
SRID3006SIZE10000E345000N6785000,0,0,345000,6785000,1348996.078,8664674.972,10000
SRID3006SIZE10000E345000N6795000,0,0,345000,6795000,1348081.754,8685402.324,10000
SRID3006SIZE10000E345000N6805000,0,0,345000,6805000,1347161.416,8706188.476,10000
SRID3006SIZE10000E345000N6815000,0,0,345000,6815000,1346235.008,8727033.815,10000
SRID3006SIZE10000E345000N6825000,0,0,345000,6825000,1345302.473,8747938.73,10000
SRID3006SIZE10000E345000N6835000,0,0,345000,6835000,1344363.753,8768903.614,10000
SRID3006SIZE10000E345000N6845000,0,0,345000,6845000,1343418.789,8789928.866,10000
SRID3006SIZE10000E345000N6855000,0,0,345000,6855000,1342467.524,8811014.884,10000
SRID3006SIZE10000E345000N6865000,0,0,345000,6865000,1341509.896,8832162.074,10000
SRID3006SIZE10000E345000N6875000,0,0,345000,6875000,1340545.846,8853370.845,10000
SRID3006SIZE10000E345000N6885000,0,0,345000,6885000,1339575.311,8874641.607,10000
SRID3006SIZE10000E345000N6895000,0,0,345000,6895000,1338598.231,8895974.779,10000
SRID3006SIZE10000E345000N6905000,0,0,345000,6905000,1337614.541,8917370.778,10000
SRID3006SIZE10000E345000N6915000,0,0,345000,6915000,1336624.178,8938830.031,10000
SRID3006SIZE10000E345000N6925000,0,0,345000,6925000,1335627.078,8960352.964,10000
SRID3006SIZE10000E345000N6935000,0,0,345000,6935000,1334623.175,8981940.01,10000
SRID3006SIZE10000E345000N6945000,0,0,345000,6945000,1333612.403,9003591.606,10000
SRID3006SIZE10000E345000N6955000,0,0,345000,6955000,1332594.694,9025308.193,10000
SRID3006SIZE10000E345000N6965000,0,0,345000,6965000,1331569.98,9047090.214,10000
SRID3006SIZE10000E345000N6975000,0,0,345000,6975000,1330538.194,9068938.121,10000
SRID3006SIZE10000E345000N6985000,0,0,345000,6985000,1329499.264,9090852.366,10000
SRID3006SIZE10000E345000N6995000,0,0,345000,6995000,1328453.119,9112833.407,10000
SRID3006SIZE10000E345000N7005000,0,0,345000,7005000,1327399.689,9134881.708,10000
SRID3006SIZE10000E345000N7015000,0,0,345000,7015000,1326338.901,9156997.736,10000
SRID3006SIZE10000E345000N7025000,0,0,345000,7025000,1325270.68,9179181.962,10000
SRID3006SIZE10000E345000N7035000,0,0,345000,7035000,1324194.953,9201434.863,10000
SRID3006SIZE10000E345000N7045000,0,0,345000,7045000,1323111.642,9223756.921,10000
SRID3006SIZE10000E345000N7055000,0,0,345000,7055000,1322020.673,9246148.622,10000
SRID3006SIZE10000E345000N7065000,0,0,345000,7065000,1320921.967,9268610.457,10000
SRID3006SIZE10000E345000N7075000,0,0,345000,7075000,1319815.445,9291142.922,10000
SRID3006SIZE10000E345000N7085000,0,0,345000,7085000,1318701.027,9313746.518,10000
SRID3006SIZE10000E345000N7095000,0,0,345000,7095000,1317578.633,9336421.751,10000
SRID3006SIZE10000E345000N7105000,0,0,345000,7105000,1316448.181,9359169.133,10000
SRID3006SIZE10000E345000N7115000,0,0,345000,7115000,1315309.586,9381989.18,10000
SRID3006SIZE10000E345000N7125000,0,0,345000,7125000,1314162.765,9404882.415,10000
SRID3006SIZE10000E345000N7135000,0,0,345000,7135000,1313007.632,9427849.363,10000
SRID3006SIZE10000E345000N7145000,0,0,345000,7145000,1311844.101,9450890.559,10000
SRID3006SIZE10000E345000N7155000,0,0,345000,7155000,1310672.083,9474006.54,10000
SRID3006SIZE10000E345000N7165000,0,0,345000,7165000,1309491.49,9497197.85,10000
SRID3006SIZE10000E345000N7175000,0,0,345000,7175000,1308302.231,9520465.039,10000
SRID3006SIZE10000E345000N7185000,0,0,345000,7185000,1307104.213,9543808.662,10000
SRID3006SIZE10000E345000N7195000,0,0,345000,7195000,1305897.345,9567229.28,10000
SRID3006SIZE10000E345000N7205000,0,0,345000,7205000,1304681.531,9590727.459,10000
SRID3006SIZE10000E345000N7215000,0,0,345000,7215000,1303456.676,9614303.774,10000
SRID3006SIZE10000E345000N7225000,0,0,345000,7225000,1302222.684,9637958.803,10000
SRID3006SIZE10000E345000N7235000,0,0,345000,7235000,1300979.454,9661693.132,10000
SRID3006SIZE10000E345000N7245000,0,0,345000,7245000,1299726.888,9685507.352,10000
SRID3006SIZE10000E345000N7255000,0,0,345000,7255000,1298464.885,9709402.061,10000
SRID3006SIZE10000E345000N7265000,0,0,345000,7265000,1297193.34,9733377.863,10000
SRID3006SIZE10000E345000N7275000,0,0,345000,7275000,1295912.151,9757435.37,10000
SRID3006SIZE10000E345000N7285000,0,0,345000,7285000,1294621.21,9781575.198,10000
SRID3006SIZE10000E345000N7295000,0,0,345000,7295000,1293320.411,9805797.973,10000
SRID3006SIZE10000E345000N7305000,0,0,345000,7305000,1292009.645,9830104.326,10000
SRID3006SIZE10000E345000N7315000,0,0,345000,7315000,1290688.801,9854494.893,10000
SRID3006SIZE10000E345000N7325000,0,0,345000,7325000,1289357.766,9878970.322,10000
SRID3006SIZE10000E345000N7335000,0,0,345000,7335000,1288016.427,9903531.263,10000
SRID3006SIZE10000E345000N7345000,0,0,345000,7345000,1286664.668,9928178.376,10000
SRID3006SIZE10000E345000N7355000,0,0,345000,7355000,1285302.371,9952912.329,10000
SRID3006SIZE10000E345000N7365000,0,0,345000,7365000,1283929.418,9977733.794,10000
SRID3006SIZE10000E345000N7375000,0,0,345000,7375000,1282545.687,10002643.46,10000
SRID3006SIZE10000E345000N7385000,0,0,345000,7385000,1281151.056,10027642,10000
SRID3006SIZE10000E345000N7395000,0,0,345000,7395000,1279745.399,10052730.13,10000
SRID3006SIZE10000E345000N7405000,0,0,345000,7405000,1278328.59,10077908.54,10000
SRID3006SIZE10000E345000N7415000,0,0,345000,7415000,1276900.501,10103177.96,10000
SRID3006SIZE10000E345000N7425000,0,0,345000,7425000,1275461.001,10128539.1,10000
SRID3006SIZE10000E345000N7435000,0,0,345000,7435000,1274009.957,10153992.69,10000
SRID3006SIZE10000E345000N7445000,0,0,345000,7445000,1272547.235,10179539.47,10000
SRID3006SIZE10000E345000N7455000,0,0,345000,7455000,1271072.698,10205180.19,10000
SRID3006SIZE10000E345000N7465000,0,0,345000,7465000,1269586.207,10230915.59,10000
SRID3006SIZE10000E345000N7475000,0,0,345000,7475000,1268087.62,10256746.46,10000
SRID3006SIZE10000E345000N7485000,0,0,345000,7485000,1266576.795,10282673.55,10000
SRID3006SIZE10000E345000N7495000,0,0,345000,7495000,1265053.585,10308697.66,10000
SRID3006SIZE10000E345000N7505000,0,0,345000,7505000,1263517.844,10334819.57,10000
SRID3006SIZE10000E345000N7515000,0,0,345000,7515000,1261969.42,10361040.08,10000
SRID3006SIZE10000E345000N7525000,0,0,345000,7525000,1260408.161,10387360.01,10000
SRID3006SIZE10000E345000N7535000,0,0,345000,7535000,1258833.911,10413780.18,10000
SRID3006SIZE10000E345000N7545000,0,0,345000,7545000,1257246.513,10440301.4,10000
SRID3006SIZE10000E345000N7555000,0,0,345000,7555000,1255645.806,10466924.53,10000
SRID3006SIZE10000E345000N7565000,0,0,345000,7565000,1254031.629,10493650.42,10000
SRID3006SIZE10000E345000N7575000,0,0,345000,7575000,1252403.814,10520479.92,10000
SRID3006SIZE10000E345000N7585000,0,0,345000,7585000,1250762.194,10547413.9,10000
SRID3006SIZE10000E345000N7595000,0,0,345000,7595000,1249106.597,10574453.26,10000
SRID3006SIZE10000E345000N7605000,0,0,345000,7605000,1247436.851,10601598.87,10000
